system:index,impervious,landcover,percent_tree_cover,percent_tree_error,.geo
1236,0,81,0,3,
1237,0,42,96,7,
1238,0,81,12,18,
1239,0,81,0,5,
1240,0,81,1,4,
1241,0,81,16,13,
1242,0,41,100,1,
1243,0,41,98,6,
1244,0,42,95,10,
1245,0,41,99,5,
1246,22,22,42,17,
1247,0,81,6,11,
1248,36,22,30,14,
1249,3,21,89,10,
1250,51,22,26,15,
1251,0,41,99,7,
1252,0,42,17,15,
1253,0,41,93,7,
1254,0,42,35,23,
1255,0,41,93,8,
1256,0,42,73,16,
1257,2,21,25,14,
1258,0,41,79,15,
1259,0,41,86,11,
1260,0,42,90,11,
1261,0,41,51,24,
1262,0,42,100,3,
1263,0,81,60,20,
1264,0,41,100,2,
1265,16,21,8,11,
1266,0,41,29,18,
1267,0,41,83,13,
1268,0,81,17,11,
1269,0,43,82,13,
1270,20,21,4,13,
1271,0,81,13,13,
1272,0,41,100,3,
1273,5,21,83,17,
1274,0,71,33,19,
1275,0,41,96,8,
1276,0,52,81,17,
1277,0,41,80,12,
1278,0,81,9,11,
1279,0,41,79,17,
1280,0,81,1,6,
1281,0,41,100,1,
1282,8,21,64,16,
1283,0,41,94,7,
1284,0,71,68,14,
1285,27,22,58,19,
1286,0,71,73,15,
1287,0,81,10,12,
1288,0,52,30,19,
1289,0,41,59,18,
1290,0,81,28,18,
1291,0,43,97,10,
1292,5,21,91,8,
1293,0,11,2,13,
1294,0,41,94,11,
1295,0,81,37,18,
1296,34,22,7,11,
1297,12,21,80,15,
1298,0,71,4,11,
1299,0,81,14,19,
1300,0,42,89,16,
1301,0,81,32,18,
1302,0,42,97,6,
1303,0,41,79,12,
1304,0,41,99,5,
1305,0,42,95,8,
1306,5,21,67,19,
1307,1,21,71,18,
1308,12,21,5,8,
1309,0,42,99,5,
1310,0,41,71,16,
1311,17,21,10,10,
1312,0,81,8,11,
1313,0,42,98,6,
1314,0,42,84,11,
1315,0,81,14,11,
1316,0,41,100,2,
1317,0,41,95,8,
1318,0,41,73,17,
1319,24,22,49,22,
1320,0,41,88,11,
1321,0,81,2,6,
1322,0,42,92,8,
1323,10,21,42,24,
1324,1,21,46,22,
1325,0,81,11,12,
1326,0,41,73,23,
1327,0,41,99,5,
1328,0,52,15,15,
1329,0,42,84,11,
1330,0,41,99,5,
1331,0,81,11,13,
1332,0,81,3,7,
1333,0,41,83,13,
1334,0,81,73,24,
1335,19,21,91,11,
1336,10,21,52,19,
1337,0,42,70,16,
1338,0,81,10,12,
1339,0,41,85,12,
1340,0,41,89,10,
1341,37,21,32,18,
1342,0,42,82,19,
1343,0,42,84,12,
1344,0,11,1,7,
1345,0,41,95,12,
1346,0,42,100,1,
1347,25,22,27,20,
1348,0,41,33,19,
1349,0,41,100,3,
1350,0,41,37,21,
1351,0,81,8,10,
1352,0,42,83,14,
1353,0,82,6,10,
1354,0,81,78,15,
1355,4,41,87,11,
1356,0,42,91,13,
1357,0,41,92,8,
1358,0,41,88,17,
1359,0,41,100,2,
1360,0,41,100,1,
1361,0,81,8,15,
1362,0,81,25,23,
1363,5,21,11,11,
1364,0,41,70,20,
1365,0,41,87,10,
1366,0,81,12,12,
1367,0,81,20,16,
1368,0,42,79,15,
1369,0,41,98,5,
1370,0,71,49,25,
1371,0,41,98,6,
1372,0,41,67,20,
1373,0,52,65,22,
1374,1,21,4,8,
1375,0,41,99,4,
1376,0,42,56,18,
1377,0,41,93,8,
1378,0,71,85,11,
1379,0,81,1,5,
1380,0,71,89,12,
1381,0,41,100,2,
1382,0,11,0,7,
1383,0,41,100,2,
1384,0,42,90,12,
1385,0,42,23,19,
1386,0,41,100,3,
1387,0,41,99,4,
1388,11,21,64,18,
1389,0,71,32,28,
1390,0,81,15,16,
1391,0,81,10,12,
1392,0,42,90,12,
1393,23,22,17,13,
1394,58,23,5,9,
1395,8,21,86,11,
1396,17,21,13,11,
1397,0,41,99,6,
1398,0,41,40,20,
1399,0,81,4,7,
1400,0,41,98,7,
1401,0,41,98,6,
1402,0,71,81,14,
1403,0,52,4,10,
1404,0,43,59,18,
1405,0,41,98,5,
1406,0,41,26,19,
1407,0,81,8,13,
1408,0,41,88,9,
1409,0,43,93,10,
1410,0,52,93,10,
1411,0,41,99,5,
1412,0,81,36,21,
1413,0,71,13,15,
1414,0,42,99,4,
1415,0,90,95,7,
1416,0,41,50,19,
1417,0,41,95,8,
1418,0,42,95,10,
1419,0,41,99,6,
1420,0,41,80,13,
1421,0,41,88,9,
1422,0,41,9,13,
1423,0,81,12,13,
1424,0,81,1,6,
1425,0,41,98,7,
1426,0,81,1,4,
1427,0,42,97,6,
1428,2,22,48,23,
1429,0,41,100,2,
1430,9,21,62,16,
1431,10,21,44,14,
1432,0,41,98,6,
1433,0,81,78,16,
1434,0,42,86,16,
1435,9,21,21,17,
1436,31,22,11,12,
1437,4,21,16,14,
1438,0,41,96,8,
1439,0,81,1,4,
1440,0,81,25,18,
1441,0,41,41,18,
1442,0,41,100,2,
1443,0,41,63,20,
1444,0,41,99,6,
1445,0,81,11,11,
1446,0,81,6,9,
1447,22,21,51,21,
1448,0,82,1,3,
1449,0,41,90,10,
1450,1,21,8,9,
1451,0,41,99,4,
1452,0,81,4,8,
1453,12,21,80,14,
1454,0,81,55,21,
1455,0,41,95,10,
1456,0,42,98,6,
1457,20,22,28,21,
1458,65,23,3,6,
1459,0,41,62,19,
1460,10,21,12,14,
1461,0,41,89,12,
1462,0,81,4,8,
1463,0,42,88,12,
1464,0,81,19,22,
1465,0,41,100,2,
1466,0,41,21,19,
1467,0,42,80,12,
1468,0,41,72,17,
1469,0,41,99,4,
1470,0,41,97,6,
1471,0,90,99,5,
1472,0,81,90,10,
1473,0,52,75,16,
1474,0,81,13,16,
1475,0,41,100,3,
1476,0,81,62,22,
1477,0,41,43,24,
1478,0,42,100,1,
1479,0,81,7,10,
1480,16,21,55,16,
1481,0,42,15,17,
1482,0,41,100,1,
1483,0,11,2,12,
1484,0,42,89,10,
1485,0,41,60,19,
1486,0,41,100,2,
1487,0,41,51,22,
1488,0,41,97,6,
1489,0,41,91,11,
1490,0,41,66,24,
1491,5,21,1,6,
1492,0,41,94,7,
1493,0,71,60,20,
1494,0,41,13,14,
1495,0,81,0,2,
1496,0,81,4,8,
1497,21,22,13,13,
1498,0,81,4,8,
1499,0,52,85,11,
1500,8,21,81,14,
1501,74,23,9,15,
1502,0,42,94,12,
1503,0,81,23,15,
1504,0,81,55,23,
1505,0,81,7,11,
1506,0,41,84,11,
1507,0,41,99,4,
1508,0,43,100,5,
1509,0,41,91,10,
1510,0,81,10,16,
1511,0,81,69,20,
1512,0,81,17,13,
1513,0,41,100,4,
1514,0,81,7,9,
1515,0,81,30,24,
1516,1,21,86,14,
1517,0,81,10,10,
1518,0,81,12,13,
1519,19,21,18,14,
1520,0,41,93,8,
1521,0,52,3,10,
1522,0,42,80,15,
1523,0,81,3,6,
1524,0,42,64,16,
1525,0,41,99,3,
1526,0,42,97,8,
1527,0,41,94,17,
1528,0,41,93,9,
1529,0,42,84,13,
1530,0,81,12,13,
1531,0,42,92,10,
1532,0,11,19,14,
1533,0,81,8,8,
1534,0,41,91,13,
1535,0,42,89,11,
1536,1,21,96,7,
1537,0,41,81,13,
1538,0,81,1,3,
1539,24,22,27,12,
1540,56,23,47,22,
1541,1,21,8,12,
1542,3,21,89,11,
1543,0,11,76,22,
1544,0,81,1,6,
1545,0,42,45,23,
1546,4,21,21,18,
1547,0,41,99,3,
1548,26,21,29,19,
1549,0,41,56,22,
1550,0,41,94,6,
1551,29,22,22,15,
1552,0,41,92,9,
1553,5,21,6,8,
1554,0,41,100,4,
1555,0,42,94,8,
1556,25,22,42,21,
1557,0,42,80,13,
1558,0,41,60,23,
1559,12,21,67,18,
1560,0,41,96,8,
1561,0,42,45,26,
1562,0,42,77,13,
1563,0,81,24,15,
1564,0,42,82,13,
1565,0,81,65,19,
1566,0,41,81,12,
1567,0,81,6,10,
1568,0,41,96,8,
1569,0,41,96,8,
1570,1,21,96,6,
1571,0,41,99,8,
1572,0,81,22,19,
1573,0,81,12,13,
1574,58,23,22,17,
1575,12,21,84,13,
1576,0,81,71,18,
1577,0,42,98,5,
1578,0,81,19,15,
1579,0,81,21,18,
1580,0,41,83,14,
1581,0,81,7,13,
1582,0,41,73,16,
1583,0,11,11,18,
1584,0,81,17,14,
1585,0,41,100,1,
1586,0,90,100,2,
1587,0,41,98,7,
1588,0,42,94,9,
1589,71,21,24,17,
1590,75,23,9,12,
1591,0,41,87,14,
1592,0,41,45,18,
1593,0,42,94,9,
1594,0,42,80,14,
1595,0,41,92,10,
1596,13,21,64,20,
1597,0,81,5,8,
1598,17,22,24,13,
1599,0,42,98,4,
1600,20,22,30,18,
1601,0,81,4,5,
1602,28,22,38,18,
1603,0,42,75,17,
1604,7,21,54,22,
1605,2,21,23,19,
1606,0,71,73,18,
1607,6,21,93,10,
1608,0,81,45,20,
1609,0,42,92,8,
1610,4,21,36,18,
1611,0,52,59,22,
1612,0,42,77,14,
1613,0,81,17,14,
1614,0,41,87,11,
1615,0,81,19,17,
1616,0,41,100,1,
1617,23,21,22,17,
1618,0,81,2,5,
1619,0,52,21,15,
1620,78,23,19,21,
1621,90,24,3,10,
1622,0,41,100,1,
1623,0,41,98,8,
1624,0,41,99,5,
1625,51,23,22,14,
1626,0,81,13,11,
1627,0,42,82,11,
1628,0,42,97,6,
1629,0,81,6,13,
1630,13,21,27,17,
1631,0,41,77,23,
1632,6,21,79,16,
1633,0,41,87,12,
1634,0,42,100,1,
1635,0,81,25,17,
1636,10,21,45,23,
1637,13,21,6,12,
1638,0,81,25,14,
1639,12,21,53,16,
1640,0,41,97,7,
1641,0,41,90,10,
1642,0,41,100,0,
1643,0,42,98,6,
1644,0,52,68,18,
1645,0,41,98,5,
1646,0,41,100,1,
1647,19,21,57,15,
1648,0,41,88,12,
1649,0,41,82,14,
1650,0,81,13,14,
1651,0,42,95,8,
1652,11,21,89,9,
1653,0,41,100,1,
1654,0,71,87,14,
1655,27,22,46,19,
1656,0,41,88,12,
1657,0,41,100,0,
1658,16,21,4,6,
1659,5,21,85,13,
1660,0,11,5,14,
1661,0,41,87,12,
1662,0,41,100,1,
1663,7,21,24,16,
1664,2,21,85,11,
1665,0,42,95,8,
1666,3,21,94,9,
1667,0,81,6,7,
1668,0,41,93,11,
1669,0,42,19,15,
1670,0,81,2,8,
1671,0,41,96,8,
1672,0,41,65,22,
1673,0,81,1,6,
1674,0,41,98,6,
1675,0,41,100,3,
1676,0,41,100,1,
1677,0,81,3,7,
1678,0,41,92,10,
1679,0,81,38,23,
1680,0,81,0,2,
1681,0,81,3,6,
1682,0,41,100,2,
1683,0,81,43,24,
1684,0,41,74,16,
1685,0,81,8,13,
1686,0,41,83,13,
1687,0,42,76,19,
1688,0,41,81,12,
1689,0,42,97,6,
1690,0,71,69,19,
1691,0,42,97,7,
1692,0,43,98,7,
1693,12,21,39,19,
1694,0,41,84,14,
1695,0,42,42,19,
1696,10,22,65,18,
1697,0,42,98,8,
1698,0,42,99,4,
1699,0,41,100,2,
1700,6,21,91,8,
1701,0,41,81,15,
1702,0,41,96,6,
1703,21,21,36,19,
1704,0,42,96,7,
1705,0,11,0,4,
1706,0,42,90,9,
1707,0,71,67,20,
1708,36,22,22,16,
1709,22,22,32,21,
1710,0,52,91,11,
1711,0,42,92,13,
1712,19,21,13,13,
1713,0,81,77,17,
1714,38,22,25,19,
1715,0,81,8,11,
1716,0,41,78,15,
1717,0,81,1,7,
1718,0,81,4,7,
1719,0,42,66,17,
1720,0,42,92,9,
1721,0,42,98,4,
1722,0,42,91,8,
1723,0,42,86,16,
1724,0,81,0,2,
1725,0,41,88,13,
1726,0,71,33,20,
1727,0,81,19,16,
1728,0,42,100,1,
1729,0,41,67,16,
1730,0,81,16,14,
1731,0,71,78,17,
1732,0,81,21,14,
1733,0,81,32,17,
1734,0,81,4,8,
1735,3,21,8,14,
1736,0,41,100,3,
1737,0,81,3,9,
1738,0,41,10,14,
1739,0,90,99,4,
1740,0,42,84,17,
1741,0,81,3,8,
1742,0,81,15,15,
1743,0,71,5,10,
1744,0,81,16,14,
1745,0,81,17,15,
1746,0,81,63,23,
1747,0,41,96,10,
1748,0,41,98,4,
1749,5,21,35,20,
1750,0,81,11,16,
1751,2,21,14,13,
1752,0,41,89,15,
1753,0,41,98,7,
1754,51,23,22,14,
1755,0,41,100,3,
1756,0,52,5,13,
1757,8,21,73,15,
1758,0,41,78,12,
1759,66,23,22,16,
1760,0,41,97,8,
1761,0,81,79,13,
1762,2,21,85,11,
1763,0,81,18,18,
1764,0,81,50,23,
1765,0,42,72,16,
1766,0,41,95,7,
1767,0,81,8,12,
1768,0,81,8,12,
1769,6,21,79,16,
1770,0,41,99,4,
1771,0,81,29,17,
1772,0,41,88,10,
1773,0,41,97,6,
1774,0,41,98,5,
1775,0,82,1,7,
1776,0,41,100,1,
1777,0,81,0,4,
1778,0,41,89,9,
1779,0,71,37,19,
1780,31,22,29,16,
1781,0,81,11,11,
1782,0,41,99,5,
1783,2,21,80,11,
1784,4,21,68,19,
1785,0,41,100,3,
1786,0,71,40,31,
1787,0,81,16,14,
1788,0,81,58,18,
1789,0,42,90,11,
1790,0,43,65,18,
1791,0,41,100,2,
1792,0,41,100,2,
1793,0,41,83,13,
1794,0,42,93,8,
1795,0,81,64,19,
1796,0,81,32,22,
1797,0,81,13,19,
1798,0,41,92,7,
1799,0,42,92,8,
1800,0,41,95,8,
1801,0,81,15,17,
1802,0,42,86,15,
1803,0,81,30,22,
1804,0,42,77,15,
1805,0,41,38,23,
1806,0,81,0,3,
1807,0,41,100,2,
1808,0,41,78,14,
1809,0,41,100,2,
1810,0,41,55,24,
1811,0,41,100,3,
1812,0,41,91,10,
1813,24,22,28,17,
1814,0,42,98,5,
1815,0,42,94,12,
1816,50,23,9,10,
1817,0,81,9,14,
1818,0,71,87,12,
1819,0,41,63,16,
1820,11,21,4,7,
1821,0,42,94,11,
1822,0,41,100,1,
1823,21,21,4,8,
1824,0,41,82,16,
1825,0,41,87,20,
1826,0,31,27,16,
1827,0,71,94,11,
1828,0,81,64,19,
1829,0,41,85,12,
1830,0,42,96,8,
1831,0,43,90,10,
1832,0,41,100,2,
1833,16,21,26,17,
1834,21,22,73,15,
1835,0,81,7,9,
1836,21,22,54,17,
1837,0,41,94,8,
1838,0,81,28,17,
1839,0,41,100,2,
1840,0,41,99,3,
1841,11,21,37,19,
1842,0,42,94,13,
1843,3,21,6,11,
1844,0,52,68,19,
1845,0,41,79,16,
1846,0,81,3,5,
1847,0,81,16,11,
1848,16,21,63,26,
1849,0,81,4,6,
1850,0,41,79,15,
1851,0,81,5,9,
1852,0,71,50,25,
1853,16,21,75,14,
1854,0,41,98,5,
1855,0,41,99,3,
1856,0,11,0,4,
1857,0,41,93,7,
1858,22,22,16,14,
1859,0,41,33,20,
1860,0,81,4,9,
1861,0,81,59,17,
1862,0,81,12,11,
1863,53,22,38,22,
1864,0,81,77,19,
1865,0,43,59,22,
1866,0,41,100,3,
1867,1,21,6,13,
1868,0,81,11,12,
1869,0,41,99,4,
1870,0,81,2,5,
1871,0,41,90,11,
1872,3,21,79,12,
1873,52,22,2,5,
1874,0,42,92,10,
1875,0,71,11,12,
1876,20,22,32,14,
1877,0,41,95,7,
1878,25,22,29,16,
1879,0,81,15,18,
1880,0,41,100,1,
1881,0,81,5,9,
1882,0,41,89,9,
1883,0,81,37,24,
1884,0,41,96,8,
1885,3,21,85,13,
1886,0,41,79,15,
1887,0,41,98,5,
1888,0,42,96,13,
1889,0,41,87,10,
1890,0,81,21,17,
1891,0,41,92,10,
1892,0,82,19,22,
1893,0,41,100,2,
1894,0,81,2,5,
1895,0,41,90,10,
1896,0,41,92,10,
1897,0,41,97,6,
1898,0,43,95,8,
1899,0,71,90,11,
1900,0,42,98,6,
1901,28,22,16,13,
1902,71,23,8,13,
1903,0,43,99,5,
1904,2,21,59,19,
1905,0,81,4,11,
1906,0,81,23,13,
1907,0,41,18,16,
1908,0,41,97,6,
1909,35,22,34,22,
1910,36,22,5,11,
1911,0,71,38,20,
1912,0,81,79,14,
1913,1,21,86,12,
1914,0,11,0,6,
1915,0,71,97,7,
1916,0,81,7,12,
1917,0,41,93,8,
1918,0,42,79,17,
1919,0,41,73,16,
1920,12,21,5,9,
1921,0,42,88,17,
1922,0,41,100,2,
1923,0,42,83,12,
1924,0,81,41,22,
1925,24,22,29,22,
1926,45,22,22,15,
1927,0,81,21,14,
1928,0,42,93,8,
1929,0,41,94,8,
1930,0,42,65,20,
1931,0,42,99,6,
1932,0,42,92,11,
1933,1,21,93,8,
1934,0,81,4,6,
1935,0,81,10,12,
1936,0,81,9,11,
1937,15,21,47,18,
1938,0,41,98,6,
1939,0,41,97,6,
1940,0,42,95,7,
1941,0,11,56,19,
1942,5,21,5,10,
1943,0,41,92,11,
1944,3,21,57,18,
1945,35,22,17,17,
1946,0,81,18,16,
1947,0,81,50,33,
1948,16,21,48,22,
1949,0,41,99,3,
1950,70,23,24,18,
1951,0,42,96,8,
1952,0,11,0,3,
1953,0,41,97,8,
1954,0,41,80,13,
1955,26,22,31,16,
1956,0,43,76,18,
1957,0,81,12,18,
1958,1,21,64,18,
1959,0,42,97,7,
1960,0,81,33,17,
1961,0,41,97,7,
1962,2,21,35,18,
1963,0,41,86,9,
1964,0,41,84,11,
1965,0,81,22,15,
1966,0,81,6,14,
1967,0,42,50,21,
1968,6,21,63,16,
1969,0,81,3,10,
1970,0,41,86,13,
1971,0,81,1,4,
1972,7,21,42,22,
1973,0,41,97,8,
1974,0,41,60,21,
1975,0,81,72,25,
1976,19,21,28,17,
1977,0,41,69,16,
1978,0,81,19,17,
1979,0,42,86,13,
1980,0,42,86,15,
1981,14,21,29,18,
1982,0,81,3,9,
1983,0,81,34,22,
1984,0,41,99,5,
1985,0,42,81,13,
1986,0,90,32,24,
1987,0,41,23,19,
1988,0,81,31,20,
1989,0,81,52,22,
1990,0,43,81,12,
1991,0,42,99,2,
1992,0,81,1,5,
1993,0,41,100,3,
1994,0,41,56,20,
1995,1,21,77,14,
1996,0,42,95,9,
1997,0,41,87,12,
1998,64,23,21,18,
1999,0,11,11,19,
2000,0,42,100,3,
2001,0,81,3,12,
2002,0,41,98,6,
2003,0,41,86,13,
2004,0,81,9,12,
2005,0,81,29,20,
2006,19,21,17,12,
2007,0,41,86,15,
2008,0,42,84,12,
2009,0,41,80,14,
2010,0,43,84,13,
2011,0,41,100,2,
2012,0,42,99,4,
2013,0,41,70,13,
2014,47,22,33,17,
2015,0,41,55,19,
2016,0,41,86,12,
2017,0,41,88,12,
2018,0,81,0,2,
2019,0,41,100,2,
2020,0,81,23,19,
2021,0,41,83,14,
2022,13,21,6,8,
2023,0,41,76,11,
2024,0,41,59,21,
2025,0,42,9,13,
2026,0,71,66,17,
2027,0,42,97,7,
2028,0,52,64,20,
2029,16,21,31,21,
2030,0,41,99,8,
2031,1,21,99,4,
2032,0,41,95,6,
2033,0,52,70,16,
2034,0,41,83,13,
2035,0,41,92,10,
2036,0,41,100,5,
2037,0,11,0,1,
2038,0,41,96,6,
2039,42,22,28,15,
2040,0,81,10,11,
2041,0,41,100,4,
2042,0,42,4,11,
2043,29,22,37,21,
2044,0,41,89,15,
2045,0,81,17,16,
2046,17,21,61,19,
2047,0,42,78,16,
2048,0,81,4,9,
2049,0,81,16,13,
2050,0,81,12,14,
2051,0,42,90,10,
2052,21,21,21,13,
2053,0,81,11,12,
2054,0,42,49,21,
2055,0,41,100,1,
2056,8,21,57,21,
2057,0,81,5,10,
2058,0,41,75,13,
2059,0,41,95,8,
2060,0,81,17,21,
2061,0,41,100,0,
2062,0,52,100,3,
2063,0,71,31,13,
2064,0,81,15,14,
2065,0,11,0,2,
2066,0,42,98,6,
2067,0,42,89,12,
2068,13,21,42,25,
2069,0,41,89,9,
2070,0,41,98,6,
2071,13,21,56,16,
2072,0,42,68,18,
2073,0,43,98,6,
2074,31,23,3,9,
2075,0,41,89,11,
2076,0,41,99,4,
2077,0,81,41,22,
2078,0,71,7,13,
2079,72,23,10,14,
2080,2,21,6,9,
2081,0,81,70,20,
2082,0,81,2,7,
2083,0,42,84,18,
2084,0,81,68,18,
2085,0,42,6,10,
2086,0,41,100,2,
2087,0,81,22,16,
2088,0,81,12,13,
2089,0,42,96,11,
2090,0,71,81,12,
2091,0,71,80,17,
2092,0,43,39,23,
2093,0,41,94,14,
2094,0,41,89,11,
2095,0,42,99,5,
2096,0,81,20,16,
2097,0,42,88,11,
2098,0,81,3,7,
2099,0,41,76,17,
2100,0,42,26,20,
2101,0,52,78,12,
2102,12,21,46,19,
2103,0,81,0,5,
2104,0,42,89,11,
2105,0,11,0,5,
2106,0,71,12,14,
2107,0,42,92,14,
2108,0,81,12,15,
2109,0,41,97,6,
2110,1,21,43,21,
2111,0,81,3,4,
2112,48,22,29,19,
2113,16,22,78,15,
2114,0,41,81,13,
2115,0,42,80,12,
2116,0,81,25,17,
2117,0,81,2,7,
2118,0,81,11,14,
2119,0,42,81,15,
2120,0,41,63,17,
2121,0,41,89,17,
2122,0,81,25,22,
2123,0,81,2,9,
2124,0,41,94,8,
2125,0,81,72,21,
2126,0,71,97,6,
2127,0,42,92,10,
2128,0,31,7,12,
2129,0,81,34,17,
2130,0,41,88,9,
2131,0,41,93,8,
2132,21,21,39,19,
2133,0,42,78,14,
2134,0,81,29,17,
2135,0,81,17,15,
2136,0,42,94,15,
2137,0,41,69,16,
2138,11,21,24,19,
2139,0,42,79,12,
2140,0,71,99,3,
2141,2,21,9,14,
2142,0,81,34,21,
2143,0,41,93,10,
2144,17,21,48,19,
2145,0,81,1,5,
2146,0,41,84,17,
2147,0,81,28,22,
2148,56,23,14,19,
2149,0,81,13,19,
2150,0,41,31,18,
2151,0,81,10,13,
2152,39,22,25,24,
2153,0,81,4,9,
2154,0,41,78,15,
2155,12,21,13,12,
2156,0,52,55,24,
2157,0,41,99,4,
2158,0,41,93,8,
2159,0,81,8,11,
2160,0,81,3,10,
2161,0,41,100,1,
2162,0,81,5,7,
2163,0,41,96,7,
2164,0,42,62,21,
2165,0,42,83,13,
2166,0,41,95,7,
2167,0,41,83,11,
2168,0,41,88,15,
2169,0,41,100,2,
2170,38,22,4,8,
2171,0,41,100,1,
2172,0,41,95,8,
2173,0,41,99,3,
2174,0,42,62,19,
2175,0,52,36,24,
2176,0,81,19,14,
2177,32,22,64,16,
2178,0,52,11,14,
2179,0,52,76,13,
2180,0,81,14,15,
2181,0,41,12,14,
2182,0,81,41,25,
2183,0,41,67,23,
2184,0,41,100,1,
2185,34,22,10,16,
2186,0,41,98,5,
2187,0,41,93,9,
2188,0,90,100,3,
2189,0,42,72,17,
2190,0,81,9,14,
2191,0,42,98,5,
2192,0,41,100,3,
2193,0,81,18,13,
2194,0,81,15,20,
2195,0,81,3,6,
2196,0,81,17,12,
2197,0,42,94,9,
2198,0,81,62,16,
2199,100,24,1,6,
2200,0,81,18,18,
2201,0,41,96,6,
2202,0,81,1,4,
2203,0,81,8,10,
2204,0,42,88,12,
2205,0,90,98,4,
2206,0,81,8,10,
2207,0,81,13,13,
2208,0,43,89,11,
2209,0,41,100,1,
2210,0,81,6,11,
2211,0,41,100,1,
2212,0,71,75,19,
2213,0,41,99,7,
2214,0,81,5,15,
2215,0,81,1,3,
2216,0,81,35,16,
2217,0,81,9,13,
2218,0,81,21,15,
2219,0,41,74,19,
2220,0,42,69,20,
2221,0,42,83,13,
2222,0,52,9,12,
2223,0,41,82,12,
2224,0,81,16,17,
2225,0,41,89,10,
2226,0,41,24,17,
2227,0,41,89,12,
2228,0,81,20,22,
2229,0,81,40,20,
2230,0,81,4,7,
2231,0,41,82,13,
2232,10,21,85,12,
2233,0,42,93,13,
2234,0,41,100,2,
2235,0,41,100,3,
2236,0,81,12,13,
2237,0,41,91,9,
2238,13,21,83,11,
2239,0,81,12,11,
2240,24,22,5,9,
2241,0,41,99,3,
2242,0,43,94,13,
2243,0,81,9,12,
2244,0,71,35,23,
2245,0,42,69,14,
2246,0,41,90,10,
2247,0,81,8,10,
2248,0,71,35,18,
2249,0,41,100,1,
2250,0,41,90,8,
2251,0,81,31,18,
2252,0,42,98,5,
2253,0,41,68,16,
2254,3,21,93,6,
2255,0,42,7,16,
2256,0,71,84,16,
2257,0,71,83,19,
2258,0,41,99,7,
2259,7,21,14,16,
2260,0,81,3,7,
2261,0,41,98,5,
2262,0,41,100,2,
2263,0,41,97,7,
2264,0,41,94,10,
2265,0,41,96,6,
2266,0,52,24,14,
2267,0,81,77,17,
2268,0,42,97,9,
2269,0,41,100,1,
2270,0,41,85,12,
2271,0,81,1,3,
2272,0,71,81,14,
2273,0,41,100,4,
2274,0,41,86,12,
2275,35,22,31,18,
2276,0,81,5,8,
2277,0,71,56,21,
2278,0,81,3,8,
2279,1,21,100,3,
2280,25,22,6,8,
2281,0,41,100,1,
2282,0,42,90,12,
2283,0,11,2,10,
2284,0,71,87,13,
2285,0,41,79,15,
2286,9,21,19,16,
2287,0,11,0,6,
2288,0,81,41,22,
2289,0,43,79,13,
2290,0,41,86,12,
2291,0,81,16,15,
2292,27,22,7,9,
2293,0,41,100,4,
2294,5,21,18,13,
2295,0,81,24,17,
2296,0,71,97,7,
2297,0,81,8,13,
2298,8,21,85,12,
2299,0,42,91,12,
2300,0,41,85,13,
2301,1,21,89,12,
2302,0,81,0,2,
2303,5,21,48,26,
2304,0,42,95,7,
2305,0,81,20,17,
2306,0,71,83,15,
2307,0,81,50,21,
2308,0,41,99,4,
2309,0,81,6,10,
2310,0,81,1,5,
2311,0,81,52,21,
2312,0,41,100,1,
2313,0,71,40,20,
2314,0,41,94,7,
2315,0,81,1,4,
2316,0,41,74,15,
2317,2,21,75,19,
2318,0,41,95,8,
2319,0,81,25,18,
2320,1,21,45,21,
2321,0,81,41,22,
2322,0,81,6,10,
2323,0,42,83,13,
2324,21,22,48,21,
2325,0,41,88,12,
2326,0,41,100,3,
2327,0,41,77,14,
2328,0,41,98,5,
2329,31,21,6,9,
2330,0,81,4,7,
2331,0,41,30,15,
2332,8,21,3,7,
2333,0,42,91,7,
2334,0,81,15,22,
2335,0,42,78,12,
2336,75,23,3,7,
2337,0,71,64,21,
2338,17,21,27,15,
2339,0,43,88,10,
2340,0,42,93,8,
2341,0,81,35,23,
2342,0,41,74,18,
2343,0,41,94,8,
2344,0,42,97,7,
2345,5,21,91,10,
2346,0,41,92,11,
2347,0,81,10,13,
2348,0,81,0,2,
2349,0,41,83,12,
2350,0,81,10,11,
2351,0,41,34,19,
2352,0,41,96,9,
2353,15,22,8,9,
2354,0,41,92,10,
2355,0,42,92,10,
2356,0,42,76,12,
2357,0,42,66,17,
2358,0,43,96,8,
2359,0,41,4,13,
2360,0,42,80,14,
2361,0,42,55,20,
2362,11,21,15,12,
2363,0,41,91,10,
2364,0,71,21,17,
2365,0,41,88,11,
2366,24,21,53,19,
2367,16,21,14,15,
2368,0,41,100,4,
2369,0,41,100,3,
2370,0,42,60,18,
2371,0,42,94,13,
2372,0,41,100,5,
2373,0,42,92,9,
2374,9,21,75,17,
2375,0,41,95,9,
2376,0,41,97,7,
2377,0,41,100,1,
2378,0,43,90,11,
2379,0,41,98,7,
2380,0,71,26,15,
2381,0,41,81,15,
2382,0,42,79,14,
2383,0,41,93,9,
2384,0,41,100,2,
2385,32,22,17,13,
2386,0,42,69,16,
2387,0,41,99,6,
2388,0,41,95,8,
2389,0,41,91,15,
2390,0,41,79,14,
2391,0,41,78,20,
2392,0,41,93,9,
2393,0,81,11,12,
2394,37,22,28,18,
2395,1,41,38,18,
2396,0,41,77,14,
2397,0,42,92,13,
2398,0,81,41,23,
